,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths
6402,,Sri Lanka,7.0,81.0,2/16/20,1,0
6403,,Sudan,12.8628,30.2176,2/16/20,0,0
6404,,Suriname,3.9193,-56.0278,2/16/20,0,0
6405,,Sweden,63.0,16.0,2/16/20,1,0
6406,,Switzerland,46.8182,8.2275,2/16/20,0,0
6407,,Taiwan*,23.7,121.0,2/16/20,20,1
6408,,Tanzania,-6.369,34.8888,2/16/20,0,0
6409,,Thailand,15.0,101.0,2/16/20,34,0
6410,,Togo,8.6195,0.8248,2/16/20,0,0
6411,,Trinidad and Tobago,10.6918,-61.2225,2/16/20,0,0
6412,,Tunisia,34.0,9.0,2/16/20,0,0
6413,,Turkey,38.9637,35.2433,2/16/20,0,0
6414,,Uganda,1.0,32.0,2/16/20,0,0
6415,,Ukraine,48.3794,31.1656,2/16/20,0,0
6416,,United Arab Emirates,24.0,54.0,2/16/20,9,0
6417,Bermuda,United Kingdom,32.3078,-64.7505,2/16/20,0,0
6418,Cayman Islands,United Kingdom,19.3133,-81.2546,2/16/20,0,0
6419,Channel Islands,United Kingdom,49.3723,-2.3644,2/16/20,0,0
6420,Gibraltar,United Kingdom,36.1408,-5.3536,2/16/20,0,0
6421,Isle of Man,United Kingdom,54.2361,-4.5481,2/16/20,0,0
6422,Montserrat,United Kingdom,16.7425,-62.1874,2/16/20,0,0
6423,,United Kingdom,55.3781,-3.4360000000000004,2/16/20,9,0
6424,,Uruguay,-32.5228,-55.7658,2/16/20,0,0
6425,,US,37.0902,-95.7129,2/16/20,13,0
6426,,Uzbekistan,41.3775,64.5853,2/16/20,0,0
6427,,Venezuela,6.4238,-66.5897,2/16/20,0,0
6428,,Vietnam,16.0,108.0,2/16/20,16,0
6429,,Zambia,-15.4167,28.2833,2/16/20,0,0
6430,,Zimbabwe,-20.0,30.0,2/16/20,0,0
6431,Diamond Princess,Canada,0.0,0.0,2/16/20,0,0
6432,,Dominica,15.415,-61.371,2/16/20,0,0
6433,,Grenada,12.1165,-61.679,2/16/20,0,0
6434,,Mozambique,-18.665695,35.529562,2/16/20,0,0
6435,,Syria,34.802075,38.99681500000001,2/16/20,0,0
6436,,Timor-Leste,-8.874217,125.727539,2/16/20,0,0
6437,,Belize,13.1939,-59.5432,2/16/20,0,0
6438,Recovered,Canada,0.0,0.0,2/16/20,0,0
6439,,Laos,19.85627,102.495496,2/16/20,0,0
6440,,Libya,26.3351,17.228331,2/16/20,0,0
6441,,West Bank and Gaza,31.9522,35.2332,2/16/20,0,0
6442,,Guinea-Bissau,11.8037,-15.1804,2/16/20,0,0
6443,,Mali,17.570692,-3.996166000000001,2/16/20,0,0
6444,,Saint Kitts and Nevis,17.357822,-62.782998,2/16/20,0,0
6445,Northwest Territories,Canada,64.8255,-124.8457,2/16/20,0,0
6446,Yukon,Canada,64.2823,-135.0,2/16/20,0,0
6447,,Kosovo,42.602636,20.902977,2/16/20,0,0
6448,,Afghanistan,33.0,65.0,2/17/20,0,0
6449,,Albania,41.1533,20.1683,2/17/20,0,0
6450,,Algeria,28.0339,1.6596,2/17/20,0,0
6451,,Andorra,42.5063,1.5218,2/17/20,0,0
6452,,Angola,-11.2027,17.8739,2/17/20,0,0
6453,,Antigua and Barbuda,17.0608,-61.7964,2/17/20,0,0
6454,,Argentina,-38.4161,-63.6167,2/17/20,0,0
6455,,Armenia,40.0691,45.0382,2/17/20,0,0
6456,Australian Capital Territory,Australia,-35.4735,149.0124,2/17/20,0,0
6457,New South Wales,Australia,-33.8688,151.2093,2/17/20,4,0
6458,Northern Territory,Australia,-12.4634,130.8456,2/17/20,0,0
6459,Queensland,Australia,-28.0167,153.4,2/17/20,5,0
6460,South Australia,Australia,-34.9285,138.6007,2/17/20,2,0
6461,Tasmania,Australia,-41.4545,145.9707,2/17/20,0,0
6462,Victoria,Australia,-37.8136,144.9631,2/17/20,4,0
6463,Western Australia,Australia,-31.9505,115.8605,2/17/20,0,0
6464,,Austria,47.5162,14.5501,2/17/20,0,0
6465,,Azerbaijan,40.1431,47.5769,2/17/20,0,0
6466,,Bahamas,25.0343,-77.3963,2/17/20,0,0
6467,,Bahrain,26.0275,50.55,2/17/20,0,0
6468,,Bangladesh,23.685,90.3563,2/17/20,0,0
6469,,Barbados,13.1939,-59.5432,2/17/20,0,0
6470,,Belarus,53.7098,27.9534,2/17/20,0,0
6471,,Belgium,50.8333,4.0,2/17/20,1,0
6472,,Benin,9.3077,2.3158,2/17/20,0,0
6473,,Bhutan,27.5142,90.4336,2/17/20,0,0
6474,,Bolivia,-16.2902,-63.5887,2/17/20,0,0
6475,,Bosnia and Herzegovina,43.9159,17.6791,2/17/20,0,0
6476,,Brazil,-14.235,-51.9253,2/17/20,0,0
6477,,Brunei,4.5353,114.7277,2/17/20,0,0
6478,,Bulgaria,42.7339,25.4858,2/17/20,0,0
6479,,Burkina Faso,12.2383,-1.5616,2/17/20,0,0
6480,,Cabo Verde,16.5388,-23.0418,2/17/20,0,0
6481,,Cambodia,11.55,104.9167,2/17/20,1,0
6482,,Cameroon,3.848,11.5021,2/17/20,0,0
6483,Alberta,Canada,53.9333,-116.5765,2/17/20,0,0
6484,British Columbia,Canada,49.2827,-123.1207,2/17/20,5,0
6485,Grand Princess,Canada,37.6489,-122.6655,2/17/20,0,0
6486,Manitoba,Canada,53.7609,-98.8139,2/17/20,0,0
6487,New Brunswick,Canada,46.5653,-66.4619,2/17/20,0,0
6488,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/17/20,0,0
6489,Nova Scotia,Canada,44.682,-63.7443,2/17/20,0,0
6490,Ontario,Canada,51.2538,-85.3232,2/17/20,3,0
6491,Prince Edward Island,Canada,46.5107,-63.4168,2/17/20,0,0
6492,Quebec,Canada,52.9399,-73.5491,2/17/20,0,0
6493,Saskatchewan,Canada,52.9399,-106.4509,2/17/20,0,0
6494,,Central African Republic,6.6111,20.9394,2/17/20,0,0
6495,,Chad,15.4542,18.7322,2/17/20,0,0
6496,,Chile,-35.6751,-71.543,2/17/20,0,0
6497,Anhui,China,31.8257,117.2264,2/17/20,973,6
6498,Beijing,China,40.1824,116.4142,2/17/20,381,4
6499,Chongqing,China,30.0572,107.874,2/17/20,553,5
6500,Fujian,China,26.0789,117.9874,2/17/20,290,0
6501,Gansu,China,37.8099,101.0583,2/17/20,91,2
6502,Guangdong,China,23.3417,113.4244,2/17/20,1322,4
6503,Guangxi,China,23.8298,108.7881,2/17/20,238,2
6504,Guizhou,China,26.8154,106.8748,2/17/20,146,1
6505,Hainan,China,19.1959,109.7453,2/17/20,163,4
6506,Hebei,China,39.549,116.1306,2/17/20,301,3
6507,Heilongjiang,China,47.862,127.7615,2/17/20,457,11
6508,Henan,China,33.882,113.614,2/17/20,1246,16
6509,Hong Kong,China,22.3,114.2,2/17/20,60,1
6510,Hubei,China,30.9756,112.2707,2/17/20,59989,1789
6511,Hunan,China,27.6104,111.7088,2/17/20,1006,3
6512,Inner Mongolia,China,44.0935,113.9448,2/17/20,72,0
6513,Jiangsu,China,32.9711,119.455,2/17/20,626,0
6514,Jiangxi,China,27.614,115.7221,2/17/20,930,1
6515,Jilin,China,43.6661,126.1923,2/17/20,89,1
6516,Liaoning,China,41.2956,122.6085,2/17/20,121,1
6517,Macau,China,22.1667,113.55,2/17/20,10,0
6518,Ningxia,China,37.2692,106.1655,2/17/20,70,0
6519,Qinghai,China,35.7452,95.9956,2/17/20,18,0
6520,Shaanxi,China,35.1917,108.8701,2/17/20,240,0
6521,Shandong,China,36.3427,118.1498,2/17/20,541,2
6522,Shanghai,China,31.202,121.4491,2/17/20,333,1
6523,Shanxi,China,37.5777,112.2922,2/17/20,130,0
6524,Sichuan,China,30.6171,102.7103,2/17/20,495,3
6525,Tianjin,China,39.3054,117.323,2/17/20,125,3
6526,Tibet,China,31.6927,88.0924,2/17/20,1,0
6527,Xinjiang,China,41.1129,85.2401,2/17/20,75,1
6528,Yunnan,China,24.974,101.487,2/17/20,171,0
6529,Zhejiang,China,29.1832,120.0934,2/17/20,1171,0
6530,,Colombia,4.5709,-74.2973,2/17/20,0,0
6531,,Congo (Brazzaville),-4.0383,21.7587,2/17/20,0,0
6532,,Congo (Kinshasa),-4.0383,21.7587,2/17/20,0,0
6533,,Costa Rica,9.7489,-83.7534,2/17/20,0,0
6534,,Cote d'Ivoire,7.54,-5.5471,2/17/20,0,0
6535,,Croatia,45.1,15.2,2/17/20,0,0
6536,,Diamond Princess,0.0,0.0,2/17/20,454,0
6537,,Cuba,22.0,-80.0,2/17/20,0,0
6538,,Cyprus,35.1264,33.4299,2/17/20,0,0
6539,,Czechia,49.8175,15.473,2/17/20,0,0
6540,Faroe Islands,Denmark,61.8926,-6.9118,2/17/20,0,0
6541,Greenland,Denmark,71.7069,-42.6043,2/17/20,0,0
6542,,Denmark,56.2639,9.5018,2/17/20,0,0
6543,,Djibouti,11.8251,42.5903,2/17/20,0,0
6544,,Dominican Republic,18.7357,-70.1627,2/17/20,0,0
6545,,Ecuador,-1.8312,-78.1834,2/17/20,0,0
6546,,Egypt,26.0,30.0,2/17/20,1,0
6547,,El Salvador,13.7942,-88.8965,2/17/20,0,0
6548,,Equatorial Guinea,1.5,10.0,2/17/20,0,0
6549,,Eritrea,15.1794,39.7823,2/17/20,0,0
6550,,Estonia,58.5953,25.0136,2/17/20,0,0
6551,,Eswatini,-26.5225,31.4659,2/17/20,0,0
6552,,Ethiopia,9.145,40.4897,2/17/20,0,0
6553,,Fiji,-17.7134,178.065,2/17/20,0,0
6554,,Finland,64.0,26.0,2/17/20,1,0
6555,French Guiana,France,3.9339,-53.1258,2/17/20,0,0
6556,French Polynesia,France,-17.6797,149.4068,2/17/20,0,0
6557,Guadeloupe,France,16.25,-61.5833,2/17/20,0,0
6558,Mayotte,France,-12.8275,45.1662,2/17/20,0,0
6559,New Caledonia,France,-20.9043,165.618,2/17/20,0,0
6560,Reunion,France,-21.1351,55.2471,2/17/20,0,0
6561,Saint Barthelemy,France,17.9,-62.8333,2/17/20,0,0
6562,St Martin,France,18.0708,-63.0501,2/17/20,0,0
6563,Martinique,France,14.6415,-61.0242,2/17/20,0,0
6564,,France,46.2276,2.2137,2/17/20,12,1
6565,,Gabon,-0.8037,11.6094,2/17/20,0,0
6566,,Gambia,13.4432,-15.3101,2/17/20,0,0
6567,,Georgia,42.3154,43.3569,2/17/20,0,0
6568,,Germany,51.0,9.0,2/17/20,16,0
6569,,Ghana,7.9465,-1.0232,2/17/20,0,0
6570,,Greece,39.0742,21.8243,2/17/20,0,0
6571,,Guatemala,15.7835,-90.2308,2/17/20,0,0
6572,,Guinea,9.9456,-9.6966,2/17/20,0,0
6573,,Guyana,5.0,-58.75,2/17/20,0,0
6574,,Haiti,18.9712,-72.2852,2/17/20,0,0
6575,,Holy See,41.9029,12.4534,2/17/20,0,0
6576,,Honduras,15.2,-86.2419,2/17/20,0,0
6577,,Hungary,47.1625,19.5033,2/17/20,0,0
6578,,Iceland,64.9631,-19.0208,2/17/20,0,0
6579,,India,21.0,78.0,2/17/20,3,0
6580,,Indonesia,-0.7893,113.9213,2/17/20,0,0
6581,,Iran,32.0,53.0,2/17/20,0,0
6582,,Iraq,33.0,44.0,2/17/20,0,0
6583,,Ireland,53.1424,-7.6921,2/17/20,0,0
6584,,Israel,31.0,35.0,2/17/20,0,0
6585,,Italy,43.0,12.0,2/17/20,3,0
6586,,Jamaica,18.1096,-77.2975,2/17/20,0,0
6587,,Japan,36.0,138.0,2/17/20,66,1
6588,,Jordan,31.24,36.51,2/17/20,0,0
6589,,Kazakhstan,48.0196,66.9237,2/17/20,0,0
6590,,Kenya,-0.0236,37.9062,2/17/20,0,0
6591,,"Korea, South",36.0,128.0,2/17/20,30,0
6592,,Kuwait,29.5,47.75,2/17/20,0,0
6593,,Kyrgyzstan,41.2044,74.7661,2/17/20,0,0
6594,,Latvia,56.8796,24.6032,2/17/20,0,0
6595,,Lebanon,33.8547,35.8623,2/17/20,0,0
6596,,Liberia,6.4281,-9.4295,2/17/20,0,0
6597,,Liechtenstein,47.14,9.55,2/17/20,0,0
6598,,Lithuania,55.1694,23.8813,2/17/20,0,0
6599,,Luxembourg,49.8153,6.1296,2/17/20,0,0
6600,,Madagascar,-18.7669,46.8691,2/17/20,0,0
6601,,Malaysia,2.5,112.5,2/17/20,22,0
6602,,Maldives,3.2028,73.2207,2/17/20,0,0
6603,,Malta,35.9375,14.3754,2/17/20,0,0
6604,,Mauritania,21.0079,10.9408,2/17/20,0,0
6605,,Mauritius,-20.2,57.5,2/17/20,0,0
6606,,Mexico,23.6345,-102.5528,2/17/20,0,0
6607,,Moldova,47.4116,28.3699,2/17/20,0,0
6608,,Monaco,43.7333,7.4167,2/17/20,0,0
6609,,Mongolia,46.8625,103.8467,2/17/20,0,0
6610,,Montenegro,42.5,19.3,2/17/20,0,0
6611,,Morocco,31.7917,-7.0926,2/17/20,0,0
6612,,Namibia,-22.9576,18.4904,2/17/20,0,0
6613,,Nepal,28.1667,84.25,2/17/20,1,0
6614,Aruba,Netherlands,12.5186,-70.0358,2/17/20,0,0
6615,Curacao,Netherlands,12.1696,-68.99,2/17/20,0,0
6616,Sint Maarten,Netherlands,18.0425,-63.0548,2/17/20,0,0
6617,,Netherlands,52.1326,5.2913,2/17/20,0,0
6618,,New Zealand,-40.9006,174.886,2/17/20,0,0
6619,,Nicaragua,12.8654,-85.2072,2/17/20,0,0
6620,,Niger,17.6078,8.0817,2/17/20,0,0
6621,,Nigeria,9.082,8.6753,2/17/20,0,0
6622,,North Macedonia,41.6086,21.7453,2/17/20,0,0
6623,,Norway,60.472,8.4689,2/17/20,0,0
6624,,Oman,21.0,57.0,2/17/20,0,0
6625,,Pakistan,30.3753,69.3451,2/17/20,0,0
6626,,Panama,8.538,-80.7821,2/17/20,0,0
6627,,Papua New Guinea,-6.315,143.9555,2/17/20,0,0
6628,,Paraguay,-23.4425,-58.4438,2/17/20,0,0
6629,,Peru,-9.19,-75.0152,2/17/20,0,0
6630,,Philippines,13.0,122.0,2/17/20,3,1
6631,,Poland,51.9194,19.1451,2/17/20,0,0
6632,,Portugal,39.3999,-8.2245,2/17/20,0,0
6633,,Qatar,25.3548,51.1839,2/17/20,0,0
6634,,Romania,45.9432,24.9668,2/17/20,0,0
6635,,Russia,60.0,90.0,2/17/20,2,0
6636,,Rwanda,-1.9403,29.8739,2/17/20,0,0
6637,,Saint Lucia,13.9094,-60.9789,2/17/20,0,0
6638,,Saint Vincent and the Grenadines,12.9843,-61.2872,2/17/20,0,0
6639,,San Marino,43.9424,12.4578,2/17/20,0,0
6640,,Saudi Arabia,24.0,45.0,2/17/20,0,0
6641,,Senegal,14.4974,-14.4524,2/17/20,0,0
6642,,Serbia,44.0165,21.0059,2/17/20,0,0
6643,,Seychelles,-4.6796,55.492,2/17/20,0,0
6644,,Singapore,1.2833,103.8333,2/17/20,77,0
6645,,Slovakia,48.669,19.699,2/17/20,0,0
6646,,Slovenia,46.1512,14.9955,2/17/20,0,0
6647,,Somalia,5.1521,46.1996,2/17/20,0,0
6648,,South Africa,-30.5595,22.9375,2/17/20,0,0
6649,,Spain,40.0,-4.0,2/17/20,2,0
6650,,Sri Lanka,7.0,81.0,2/17/20,1,0
6651,,Sudan,12.8628,30.2176,2/17/20,0,0
6652,,Suriname,3.9193,-56.0278,2/17/20,0,0
6653,,Sweden,63.0,16.0,2/17/20,1,0
6654,,Switzerland,46.8182,8.2275,2/17/20,0,0
6655,,Taiwan*,23.7,121.0,2/17/20,22,1
6656,,Tanzania,-6.369,34.8888,2/17/20,0,0
6657,,Thailand,15.0,101.0,2/17/20,35,0
6658,,Togo,8.6195,0.8248,2/17/20,0,0
6659,,Trinidad and Tobago,10.6918,-61.2225,2/17/20,0,0
6660,,Tunisia,34.0,9.0,2/17/20,0,0
6661,,Turkey,38.9637,35.2433,2/17/20,0,0
6662,,Uganda,1.0,32.0,2/17/20,0,0
6663,,Ukraine,48.3794,31.1656,2/17/20,0,0
6664,,United Arab Emirates,24.0,54.0,2/17/20,9,0
6665,Bermuda,United Kingdom,32.3078,-64.7505,2/17/20,0,0
6666,Cayman Islands,United Kingdom,19.3133,-81.2546,2/17/20,0,0
6667,Channel Islands,United Kingdom,49.3723,-2.3644,2/17/20,0,0
6668,Gibraltar,United Kingdom,36.1408,-5.3536,2/17/20,0,0
6669,Isle of Man,United Kingdom,54.2361,-4.5481,2/17/20,0,0
6670,Montserrat,United Kingdom,16.7425,-62.1874,2/17/20,0,0
6671,,United Kingdom,55.3781,-3.4360000000000004,2/17/20,9,0
6672,,Uruguay,-32.5228,-55.7658,2/17/20,0,0
6673,,US,37.0902,-95.7129,2/17/20,13,0
6674,,Uzbekistan,41.3775,64.5853,2/17/20,0,0
6675,,Venezuela,6.4238,-66.5897,2/17/20,0,0
6676,,Vietnam,16.0,108.0,2/17/20,16,0
6677,,Zambia,-15.4167,28.2833,2/17/20,0,0
6678,,Zimbabwe,-20.0,30.0,2/17/20,0,0
6679,Diamond Princess,Canada,0.0,0.0,2/17/20,0,0
6680,,Dominica,15.415,-61.371,2/17/20,0,0
6681,,Grenada,12.1165,-61.679,2/17/20,0,0
6682,,Mozambique,-18.665695,35.529562,2/17/20,0,0
6683,,Syria,34.802075,38.99681500000001,2/17/20,0,0
6684,,Timor-Leste,-8.874217,125.727539,2/17/20,0,0
6685,,Belize,13.1939,-59.5432,2/17/20,0,0
6686,Recovered,Canada,0.0,0.0,2/17/20,0,0
6687,,Laos,19.85627,102.495496,2/17/20,0,0
6688,,Libya,26.3351,17.228331,2/17/20,0,0
6689,,West Bank and Gaza,31.9522,35.2332,2/17/20,0,0
6690,,Guinea-Bissau,11.8037,-15.1804,2/17/20,0,0
6691,,Mali,17.570692,-3.996166000000001,2/17/20,0,0
6692,,Saint Kitts and Nevis,17.357822,-62.782998,2/17/20,0,0
6693,Northwest Territories,Canada,64.8255,-124.8457,2/17/20,0,0
6694,Yukon,Canada,64.2823,-135.0,2/17/20,0,0
6695,,Kosovo,42.602636,20.902977,2/17/20,0,0
6696,,Afghanistan,33.0,65.0,2/18/20,0,0
6697,,Albania,41.1533,20.1683,2/18/20,0,0
6698,,Algeria,28.0339,1.6596,2/18/20,0,0
6699,,Andorra,42.5063,1.5218,2/18/20,0,0
6700,,Angola,-11.2027,17.8739,2/18/20,0,0
6701,,Antigua and Barbuda,17.0608,-61.7964,2/18/20,0,0
6702,,Argentina,-38.4161,-63.6167,2/18/20,0,0
6703,,Armenia,40.0691,45.0382,2/18/20,0,0
6704,Australian Capital Territory,Australia,-35.4735,149.0124,2/18/20,0,0
6705,New South Wales,Australia,-33.8688,151.2093,2/18/20,4,0
6706,Northern Territory,Australia,-12.4634,130.8456,2/18/20,0,0
6707,Queensland,Australia,-28.0167,153.4,2/18/20,5,0
6708,South Australia,Australia,-34.9285,138.6007,2/18/20,2,0
6709,Tasmania,Australia,-41.4545,145.9707,2/18/20,0,0
6710,Victoria,Australia,-37.8136,144.9631,2/18/20,4,0
6711,Western Australia,Australia,-31.9505,115.8605,2/18/20,0,0
6712,,Austria,47.5162,14.5501,2/18/20,0,0
6713,,Azerbaijan,40.1431,47.5769,2/18/20,0,0
6714,,Bahamas,25.0343,-77.3963,2/18/20,0,0
6715,,Bahrain,26.0275,50.55,2/18/20,0,0
6716,,Bangladesh,23.685,90.3563,2/18/20,0,0
6717,,Barbados,13.1939,-59.5432,2/18/20,0,0
6718,,Belarus,53.7098,27.9534,2/18/20,0,0
6719,,Belgium,50.8333,4.0,2/18/20,1,0
6720,,Benin,9.3077,2.3158,2/18/20,0,0
6721,,Bhutan,27.5142,90.4336,2/18/20,0,0
6722,,Bolivia,-16.2902,-63.5887,2/18/20,0,0
6723,,Bosnia and Herzegovina,43.9159,17.6791,2/18/20,0,0
6724,,Brazil,-14.235,-51.9253,2/18/20,0,0
6725,,Brunei,4.5353,114.7277,2/18/20,0,0
6726,,Bulgaria,42.7339,25.4858,2/18/20,0,0
6727,,Burkina Faso,12.2383,-1.5616,2/18/20,0,0
6728,,Cabo Verde,16.5388,-23.0418,2/18/20,0,0
6729,,Cambodia,11.55,104.9167,2/18/20,1,0
6730,,Cameroon,3.848,11.5021,2/18/20,0,0
6731,Alberta,Canada,53.9333,-116.5765,2/18/20,0,0
6732,British Columbia,Canada,49.2827,-123.1207,2/18/20,5,0
6733,Grand Princess,Canada,37.6489,-122.6655,2/18/20,0,0
6734,Manitoba,Canada,53.7609,-98.8139,2/18/20,0,0
6735,New Brunswick,Canada,46.5653,-66.4619,2/18/20,0,0
6736,Newfoundland and Labrador,Canada,53.1355,-57.6604,2/18/20,0,0
6737,Nova Scotia,Canada,44.682,-63.7443,2/18/20,0,0
6738,Ontario,Canada,51.2538,-85.3232,2/18/20,3,0
6739,Prince Edward Island,Canada,46.5107,-63.4168,2/18/20,0,0
6740,Quebec,Canada,52.9399,-73.5491,2/18/20,0,0
6741,Saskatchewan,Canada,52.9399,-106.4509,2/18/20,0,0
6742,,Central African Republic,6.6111,20.9394,2/18/20,0,0
6743,,Chad,15.4542,18.7322,2/18/20,0,0
6744,,Chile,-35.6751,-71.543,2/18/20,0,0
6745,Anhui,China,31.8257,117.2264,2/18/20,982,6
6746,Beijing,China,40.1824,116.4142,2/18/20,387,4
6747,Chongqing,China,30.0572,107.874,2/18/20,555,5
6748,Fujian,China,26.0789,117.9874,2/18/20,292,0
6749,Gansu,China,37.8099,101.0583,2/18/20,91,2
6750,Guangdong,China,23.3417,113.4244,2/18/20,1328,4
6751,Guangxi,China,23.8298,108.7881,2/18/20,242,2
6752,Guizhou,China,26.8154,106.8748,2/18/20,146,2
6753,Hainan,China,19.1959,109.7453,2/18/20,163,4
6754,Hebei,China,39.549,116.1306,2/18/20,306,4
6755,Heilongjiang,China,47.862,127.7615,2/18/20,464,11
6756,Henan,China,33.882,113.614,2/18/20,1257,19
6757,Hong Kong,China,22.3,114.2,2/18/20,62,1
6758,Hubei,China,30.9756,112.2707,2/18/20,61682,1921
6759,Hunan,China,27.6104,111.7088,2/18/20,1007,4
6760,Inner Mongolia,China,44.0935,113.9448,2/18/20,73,0
6761,Jiangsu,China,32.9711,119.455,2/18/20,629,0
6762,Jiangxi,China,27.614,115.7221,2/18/20,933,1
6763,Jilin,China,43.6661,126.1923,2/18/20,89,1
6764,Liaoning,China,41.2956,122.6085,2/18/20,121,1
6765,Macau,China,22.1667,113.55,2/18/20,10,0
6766,Ningxia,China,37.2692,106.1655,2/18/20,70,0
6767,Qinghai,China,35.7452,95.9956,2/18/20,18,0
6768,Shaanxi,China,35.1917,108.8701,2/18/20,240,0
6769,Shandong,China,36.3427,118.1498,2/18/20,543,3
6770,Shanghai,China,31.202,121.4491,2/18/20,333,1
6771,Shanxi,China,37.5777,112.2922,2/18/20,131,0
6772,Sichuan,China,30.6171,102.7103,2/18/20,508,3
6773,Tianjin,China,39.3054,117.323,2/18/20,128,3
6774,Tibet,China,31.6927,88.0924,2/18/20,1,0
6775,Xinjiang,China,41.1129,85.2401,2/18/20,76,1
6776,Yunnan,China,24.974,101.487,2/18/20,172,0
6777,Zhejiang,China,29.1832,120.0934,2/18/20,1172,0
6778,,Colombia,4.5709,-74.2973,2/18/20,0,0
6779,,Congo (Brazzaville),-4.0383,21.7587,2/18/20,0,0
6780,,Congo (Kinshasa),-4.0383,21.7587,2/18/20,0,0
6781,,Costa Rica,9.7489,-83.7534,2/18/20,0,0
6782,,Cote d'Ivoire,7.54,-5.5471,2/18/20,0,0
6783,,Croatia,45.1,15.2,2/18/20,0,0
6784,,Diamond Princess,0.0,0.0,2/18/20,542,0
6785,,Cuba,22.0,-80.0,2/18/20,0,0
6786,,Cyprus,35.1264,33.4299,2/18/20,0,0
6787,,Czechia,49.8175,15.473,2/18/20,0,0
6788,Faroe Islands,Denmark,61.8926,-6.9118,2/18/20,0,0
6789,Greenland,Denmark,71.7069,-42.6043,2/18/20,0,0
6790,,Denmark,56.2639,9.5018,2/18/20,0,0
6791,,Djibouti,11.8251,42.5903,2/18/20,0,0
6792,,Dominican Republic,18.7357,-70.1627,2/18/20,0,0
6793,,Ecuador,-1.8312,-78.1834,2/18/20,0,0
6794,,Egypt,26.0,30.0,2/18/20,1,0
6795,,El Salvador,13.7942,-88.8965,2/18/20,0,0
6796,,Equatorial Guinea,1.5,10.0,2/18/20,0,0
6797,,Eritrea,15.1794,39.7823,2/18/20,0,0
6798,,Estonia,58.5953,25.0136,2/18/20,0,0
6799,,Eswatini,-26.5225,31.4659,2/18/20,0,0
6800,,Ethiopia,9.145,40.4897,2/18/20,0,0
6801,,Fiji,-17.7134,178.065,2/18/20,0,0
6802,,Finland,64.0,26.0,2/18/20,1,0
6803,French Guiana,France,3.9339,-53.1258,2/18/20,0,0
6804,French Polynesia,France,-17.6797,149.4068,2/18/20,0,0
6805,Guadeloupe,France,16.25,-61.5833,2/18/20,0,0
6806,Mayotte,France,-12.8275,45.1662,2/18/20,0,0
6807,New Caledonia,France,-20.9043,165.618,2/18/20,0,0
6808,Reunion,France,-21.1351,55.2471,2/18/20,0,0
6809,Saint Barthelemy,France,17.9,-62.8333,2/18/20,0,0
6810,St Martin,France,18.0708,-63.0501,2/18/20,0,0
6811,Martinique,France,14.6415,-61.0242,2/18/20,0,0
6812,,France,46.2276,2.2137,2/18/20,12,1
6813,,Gabon,-0.8037,11.6094,2/18/20,0,0
6814,,Gambia,13.4432,-15.3101,2/18/20,0,0
6815,,Georgia,42.3154,43.3569,2/18/20,0,0
6816,,Germany,51.0,9.0,2/18/20,16,0
6817,,Ghana,7.9465,-1.0232,2/18/20,0,0
6818,,Greece,39.0742,21.8243,2/18/20,0,0
6819,,Guatemala,15.7835,-90.2308,2/18/20,0,0
6820,,Guinea,9.9456,-9.6966,2/18/20,0,0
6821,,Guyana,5.0,-58.75,2/18/20,0,0
6822,,Haiti,18.9712,-72.2852,2/18/20,0,0
6823,,Holy See,41.9029,12.4534,2/18/20,0,0
6824,,Honduras,15.2,-86.2419,2/18/20,0,0
6825,,Hungary,47.1625,19.5033,2/18/20,0,0
6826,,Iceland,64.9631,-19.0208,2/18/20,0,0
6827,,India,21.0,78.0,2/18/20,3,0
6828,,Indonesia,-0.7893,113.9213,2/18/20,0,0
6829,,Iran,32.0,53.0,2/18/20,0,0
6830,,Iraq,33.0,44.0,2/18/20,0,0
6831,,Ireland,53.1424,-7.6921,2/18/20,0,0
6832,,Israel,31.0,35.0,2/18/20,0,0
6833,,Italy,43.0,12.0,2/18/20,3,0
6834,,Jamaica,18.1096,-77.2975,2/18/20,0,0
6835,,Japan,36.0,138.0,2/18/20,74,1
6836,,Jordan,31.24,36.51,2/18/20,0,0
6837,,Kazakhstan,48.0196,66.9237,2/18/20,0,0
6838,,Kenya,-0.0236,37.9062,2/18/20,0,0
6839,,"Korea, South",36.0,128.0,2/18/20,31,0
6840,,Kuwait,29.5,47.75,2/18/20,0,0
6841,,Kyrgyzstan,41.2044,74.7661,2/18/20,0,0
6842,,Latvia,56.8796,24.6032,2/18/20,0,0
6843,,Lebanon,33.8547,35.8623,2/18/20,0,0
6844,,Liberia,6.4281,-9.4295,2/18/20,0,0
6845,,Liechtenstein,47.14,9.55,2/18/20,0,0
6846,,Lithuania,55.1694,23.8813,2/18/20,0,0
6847,,Luxembourg,49.8153,6.1296,2/18/20,0,0
6848,,Madagascar,-18.7669,46.8691,2/18/20,0,0
6849,,Malaysia,2.5,112.5,2/18/20,22,0
6850,,Maldives,3.2028,73.2207,2/18/20,0,0
6851,,Malta,35.9375,14.3754,2/18/20,0,0
6852,,Mauritania,21.0079,10.9408,2/18/20,0,0
6853,,Mauritius,-20.2,57.5,2/18/20,0,0
6854,,Mexico,23.6345,-102.5528,2/18/20,0,0
